_id_x,userId,timestamp,sessionId,itemsCollected,pickupAttempts,timeNearInteractables,enemiesHit,damageDone,timeInCombat,distanceTraveled,timeOutOfCombat,timeSprinting,kills,died,rawJson.user_id,rawJson.session_id,rawJson.timestamp,rawJson.items_collected,rawJson.pickup_attempts,rawJson.time_near_interactables,rawJson.enemies_hit,rawJson.damage_done,rawJson.time_in_combat,rawJson.distance_traveled,rawJson.time_out_of_combat,rawJson.time_sprinting,rawJson.kills,rawJson.deaths,__v_x,death_count,_id_y,consentAgreed,apiKey,createdAt,__v_y
69748a7748d53c4152cf1659,6974892348d53c4152cf1421,1769265103.612,unreal_1769245303612,0.07692307692307693,0.05952380952380952,0.11111111111111112,0.0,0.0,0.0,0.7463253737925688,1.0,0.03278688524590164,0.0,False,6974892348d53c4152cf1421,unreal_1769245303612,2026-01-24T14:31:43.612Z,1,5,5,0,0.0,0.0,12527.269805233778,30.5,1.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748a9548d53c4152cf169c,6974892348d53c4152cf1421,1769265133.64,unreal_1769245333640,0.07692307692307693,0.05952380952380952,0.044444444444444446,0.0,0.0,0.0,0.6780257827036912,0.9672131147540984,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769245333640,2026-01-24T14:32:13.640Z,1,5,2,0,0.0,0.0,11380.843011770216,29.5,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748ab348d53c4152cf16e2,6974892348d53c4152cf1421,1769265163.638,unreal_1769245363638,0.15384615384615385,0.047619047619047616,0.08888888888888889,0.0,0.0,0.0,0.736013406738006,0.9836065573770493,0.0819672131147541,0.0,False,6974892348d53c4152cf1421,unreal_1769245363638,2026-01-24T14:32:43.638Z,2,4,4,0,0.0,0.0,12354.180696848332,30.0,2.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748ad148d53c4152cf172b,6974892348d53c4152cf1421,1769265193.599,unreal_1769245393599,0.07692307692307693,0.011904761904761904,0.022222222222222223,0.24468085106382978,0.09381663113006394,0.42622950819672134,0.4777639823175249,0.5573770491803279,0.0,0.2,False,6974892348d53c4152cf1421,unreal_1769245393599,2026-01-24T14:33:13.599Z,1,1,1,23,117.33333333333331,13.0,8019.39545388959,17.0,0.0,3,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748aef48d53c4152cf1783,6974892348d53c4152cf1421,1769265223.679,unreal_1769245423679,0.15384615384615385,0.08333333333333333,0.13333333333333333,0.0,0.0,0.0,0.7272450464138959,1.0,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769245423679,2026-01-24T14:33:43.679Z,2,7,6,0,0.0,0.0,12207.001437792129,30.5,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748b0d48d53c4152cf17d2,6974892348d53c4152cf1421,1769265253.624,unreal_1769245453624,0.23076923076923078,0.10714285714285714,0.13333333333333333,0.05319148936170213,0.03624733475479744,0.3278688524590164,0.5466958464151708,0.6557377049180328,0.06557377049180328,0.0,False,6974892348d53c4152cf1421,unreal_1769245453624,2026-01-24T14:34:13.624Z,3,9,6,5,45.33333333333333,10.0,9176.435117891317,20.0,2.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748b2b48d53c4152cf182a,6974892348d53c4152cf1421,1769265283.744,unreal_1769245483744,0.15384615384615385,0.023809523809523808,0.08888888888888889,0.09574468085106383,0.049040511727078885,0.22950819672131148,0.5188682174079785,0.7377049180327869,0.19672131147540983,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769245483744,2026-01-24T14:34:43.744Z,2,2,4,9,61.33333333333333,7.0,8709.340967197282,22.5,6.0,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748b4948d53c4152cf1886,6974892348d53c4152cf1421,1769265313.627,unreal_1769245513627,0.3076923076923077,0.07142857142857142,0.08888888888888889,0.0,0.0,0.0,0.7305934286513643,0.9836065573770493,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769245513627,2026-01-24T14:35:13.627Z,4,6,4,0,0.0,0.0,12263.204923795378,30.0,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748b9748d53c4152cf18f3,6974892348d53c4152cf1421,1769265391.539,unreal_1769245591539,0.38461538461538464,0.05952380952380952,0.15555555555555556,0.0,0.0,0.0,0.8648311791619365,0.9836065573770493,0.5737704918032788,0.0,False,6974892348d53c4152cf1421,unreal_1769245591539,2026-01-24T14:36:31.539Z,5,5,7,0,0.0,0.0,14516.42125241639,30.0,17.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748bb548d53c4152cf194e,6974892348d53c4152cf1421,1769265421.512,unreal_1769245621512,0.0,0.0,0.0,0.13829787234042554,0.08955223880597014,0.4754098360655738,0.5442132750372182,0.49180327868852464,0.42622950819672134,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769245621512,2026-01-24T14:37:01.512Z,0,0,0,13,112.0,14.5,9134.764497335667,15.0,13.0,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748bd348d53c4152cf19b3,6974892348d53c4152cf1421,1769265451.496,unreal_1769245651496,0.07692307692307693,0.023809523809523808,0.0,0.13829787234042554,0.08315565031982938,0.5081967213114754,0.538060635300391,0.49180327868852464,0.14754098360655737,0.13333333333333333,False,6974892348d53c4152cf1421,unreal_1769245651496,2026-01-24T14:37:31.496Z,1,2,0,13,103.99999999999996,15.5,9031.490803710643,15.0,4.5,2,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748bf148d53c4152cf1a1d,6974892348d53c4152cf1421,1769265481.511,unreal_1769245681511,0.15384615384615385,0.05952380952380952,0.08888888888888889,0.07446808510638298,0.03624733475479744,0.19672131147540983,0.6220065279584115,0.7868852459016393,0.39344262295081966,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769245681511,2026-01-24T14:38:01.511Z,2,5,4,7,45.33333333333333,6.0,10440.544928487723,24.0,12.0,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748c0f48d53c4152cf1a7d,6974892348d53c4152cf1421,1769265511.497,unreal_1769245711497,0.38461538461538464,0.05952380952380952,0.24444444444444446,0.0,0.0,0.0,0.655721800936086,0.9672131147540984,0.4426229508196722,0.0,False,6974892348d53c4152cf1421,unreal_1769245711497,2026-01-24T14:38:31.497Z,5,5,11,0,0.0,0.0,11006.464748421147,29.5,13.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748c2d48d53c4152cf1adb,6974892348d53c4152cf1421,1769265541.489,unreal_1769245741489,0.15384615384615385,0.023809523809523808,0.06666666666666667,0.1276595744680851,0.08315565031982942,0.39344262295081966,0.5912195250481524,0.6065573770491803,0.36065573770491804,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769245741489,2026-01-24T14:39:01.489Z,2,2,3,12,104.0,12.0,9923.776900098906,18.5,11.0,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748c4b48d53c4152cf1b3b,6974892348d53c4152cf1421,1769265571.54,unreal_1769245771540,0.15384615384615385,0.047619047619047616,0.06666666666666667,0.0,0.0,0.0,0.862273737825582,0.9672131147540984,0.7704918032786886,0.0,False,6974892348d53c4152cf1421,unreal_1769245771540,2026-01-24T14:39:31.540Z,2,4,3,0,0.0,0.0,14473.493919705235,29.5,23.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748c6948d53c4152cf1b99,6974892348d53c4152cf1421,1769265601.602,unreal_1769245801602,0.23076923076923078,0.05952380952380952,0.2,0.0,0.0,0.0,0.6821813020594475,0.9836065573770493,0.3770491803278689,0.0,False,6974892348d53c4152cf1421,unreal_1769245801602,2026-01-24T14:40:01.602Z,3,5,9,0,0.0,0.0,11450.594508876487,30.0,11.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748c8748d53c4152cf1bf7,6974892348d53c4152cf1421,1769265631.55,unreal_1769245831550,0.15384615384615385,0.023809523809523808,0.044444444444444446,0.09574468085106383,0.06823027718550105,0.4426229508196722,0.45983747318361273,0.5573770491803279,0.13114754098360656,0.0,False,6974892348d53c4152cf1421,unreal_1769245831550,2026-01-24T14:40:31.550Z,2,2,2,9,85.33333333333331,13.5,7718.494232421911,17.0,4.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748ca548d53c4152cf1c5b,6974892348d53c4152cf1421,1769265661.539,unreal_1769245861539,0.15384615384615385,0.047619047619047616,0.15555555555555556,0.02127659574468085,0.017057569296375263,0.09836065573770492,0.534522406682588,0.8688524590163935,0.06557377049180328,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769245861539,2026-01-24T14:41:01.539Z,2,4,7,2,21.33333333333333,3.0,8972.100695743957,26.5,2.0,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748cc348d53c4152cf1cc0,6974892348d53c4152cf1421,1769265691.54,unreal_1769245891540,0.23076923076923078,0.05952380952380952,0.11111111111111112,0.0,0.0,0.0,0.7950916174083401,1.0,0.3442622950819672,0.0,False,6974892348d53c4152cf1421,unreal_1769245891540,2026-01-24T14:41:31.540Z,3,5,5,0,0.0,0.0,13345.824168537954,30.5,10.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748ce148d53c4152cf1d1e,6974892348d53c4152cf1421,1769265721.509,unreal_1769245921509,0.07692307692307693,0.011904761904761904,0.022222222222222223,0.19148936170212766,0.13859275053304904,0.42622950819672134,0.4763176923011745,0.5573770491803279,0.0,0.13333333333333333,False,6974892348d53c4152cf1421,unreal_1769245921509,2026-01-24T14:42:01.509Z,1,1,1,18,173.33333333333334,13.0,7995.119091477619,17.0,0.0,2,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748cff48d53c4152cf1d83,6974892348d53c4152cf1421,1769265751.504,unreal_1769245951504,0.23076923076923078,0.047619047619047616,0.15555555555555556,0.07446808510638298,0.057569296375266525,0.29508196721311475,0.4459983376547688,0.6885245901639344,0.04918032786885246,0.0,False,6974892348d53c4152cf1421,unreal_1769245951504,2026-01-24T14:42:31.504Z,3,4,7,7,72.0,9.0,7486.200663519068,21.0,1.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748d1d48d53c4152cf1de7,6974892348d53c4152cf1421,1769265781.556,unreal_1769245981556,0.0,0.0,0.0,0.3404255319148936,0.21961620469083157,0.9180327868852459,0.2051346980136254,0.06557377049180328,0.0,0.2,False,6974892348d53c4152cf1421,unreal_1769245981556,2026-01-24T14:43:01.556Z,0,0,0,32,274.6666666666667,28.0,3443.240439988142,2.0,0.0,3,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748d3b48d53c4152cf1e4c,6974892348d53c4152cf1421,1769265811.541,unreal_1769246011541,0.0,0.0,0.0,0.05319148936170213,0.049040511727078885,0.18032786885245902,0.6388681385576419,0.8032786885245902,0.14754098360655737,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769246011541,2026-01-24T14:43:31.541Z,0,0,0,5,61.33333333333333,5.5,10723.571544953878,24.5,4.5,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748d5948d53c4152cf1eac,6974892348d53c4152cf1421,1769265841.546,unreal_1769246041546,0.15384615384615385,0.047619047619047616,0.044444444444444446,0.010638297872340425,0.0,0.03278688524590164,0.7141730844064546,0.9508196721311476,0.3770491803278689,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769246041546,2026-01-24T14:44:01.546Z,2,4,2,1,0.0,1.0,11987.585080394509,29.0,11.5,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748d7748d53c4152cf1f0b,6974892348d53c4152cf1421,1769265871.549,unreal_1769246071549,0.46153846153846156,0.08333333333333333,0.2,0.010638297872340425,0.006396588486140725,0.06557377049180328,0.631952052647467,0.9016393442622951,0.11475409836065574,0.0,False,6974892348d53c4152cf1421,unreal_1769246071549,2026-01-24T14:44:31.549Z,6,7,9,1,8.0,2.0,10607.483204351623,27.5,3.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748d9548d53c4152cf1f6a,6974892348d53c4152cf1421,1769265901.546,unreal_1769246101546,0.3076923076923077,0.05952380952380952,0.08888888888888889,0.18085106382978722,0.12366737739872068,0.3442622950819672,0.5509006568307134,0.6557377049180328,0.21311475409836067,0.13333333333333333,False,6974892348d53c4152cf1421,unreal_1769246101546,2026-01-24T14:45:01.546Z,4,5,4,17,154.66666666666666,10.5,9247.013978539837,20.0,6.5,2,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748db348d53c4152cf1fcf,6974892348d53c4152cf1421,1769265931.524,unreal_1769246131524,0.23076923076923078,0.03571428571428571,0.044444444444444446,0.0,0.0,0.0,0.7681078812590151,0.9836065573770493,0.26229508196721313,0.0,False,6974892348d53c4152cf1421,unreal_1769246131524,2026-01-24T14:45:31.524Z,3,3,2,0,0.0,0.0,12892.894983807078,30.0,8.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748dd148d53c4152cf202d,6974892348d53c4152cf1421,1769265961.549,unreal_1769246161549,0.23076923076923078,0.07142857142857142,0.13333333333333333,0.06382978723404255,0.04690831556503197,0.27868852459016397,0.5747410119829278,0.7049180327868853,0.11475409836065574,0.0,False,6974892348d53c4152cf1421,unreal_1769246161549,2026-01-24T14:46:01.549Z,3,6,6,6,58.66666666666666,8.5,9647.180677585222,21.5,3.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748def48d53c4152cf2091,6974892348d53c4152cf1421,1769265991.557,unreal_1769246191557,0.23076923076923078,0.05952380952380952,0.11111111111111112,0.0,0.0,0.0,0.856799260543232,0.9672131147540984,0.5737704918032788,0.0,False,6974892348d53c4152cf1421,unreal_1769246191557,2026-01-24T14:46:31.557Z,3,5,5,0,0.0,0.0,14381.60336316403,29.5,17.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748e0d48d53c4152cf20ef,6974892348d53c4152cf1421,1769266021.54,unreal_1769246221540,0.0,0.03571428571428571,0.08888888888888889,0.0425531914893617,0.029850746268656712,0.3114754098360656,0.6038252846930263,0.6721311475409837,0.14754098360655737,0.0,False,6974892348d53c4152cf1421,unreal_1769246221540,2026-01-24T14:47:01.540Z,0,3,4,4,37.33333333333333,9.5,10135.36792690373,20.5,4.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748e7448d53c4152cf216a,6974892348d53c4152cf1421,1769266124.919,unreal_1769246324918,0.23076923076923078,0.03571428571428571,0.06666666666666667,0.0,0.0,0.03278688524590164,0.6830464384580359,0.9508196721311476,0.26229508196721313,0.0,False,6974892348d53c4152cf1421,unreal_1769246324918,2026-01-24T14:48:44.919Z,3,3,3,0,0.0,1.0,11465.11605331812,29.0,8.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748e9248d53c4152cf21c8,6974892348d53c4152cf1421,1769266154.853,unreal_1769246354853,0.07692307692307693,0.011904761904761904,0.06666666666666667,0.07446808510638298,0.06396588486140724,0.3442622950819672,0.4781276076286663,0.6229508196721312,0.0,0.0,False,6974892348d53c4152cf1421,unreal_1769246354853,2026-01-24T14:49:14.853Z,1,1,3,7,79.99999999999999,10.5,8025.499001404706,19.0,0.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748eb048d53c4152cf222c,6974892348d53c4152cf1421,1769266184.833,unreal_1769246384833,0.07692307692307693,0.03571428571428571,0.044444444444444446,0.24468085106382978,0.11513859275053302,0.6721311475409837,0.36789608764003245,0.3278688524590164,0.19672131147540983,0.2,False,6974892348d53c4152cf1421,unreal_1769246384833,2026-01-24T14:49:44.833Z,1,3,2,23,143.99999999999997,20.5,6175.233634006868,10.0,6.0,3,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748ece48d53c4152cf2291,6974892348d53c4152cf1421,1769266214.856,unreal_1769246414856,0.23076923076923078,0.047619047619047616,0.15555555555555556,0.09574468085106383,0.057569296375266525,0.39344262295081966,0.48690173172543577,0.5901639344262295,0.3442622950819672,0.0,False,6974892348d53c4152cf1421,unreal_1769246414856,2026-01-24T14:50:14.856Z,3,4,7,9,72.0,12.0,8172.775006917262,18.0,10.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748eec48d53c4152cf22f0,6974892348d53c4152cf1421,1769266244.861,unreal_1769246444861,0.23076923076923078,0.047619047619047616,0.044444444444444446,0.06382978723404255,0.023454157782515986,0.22950819672131148,0.6599219974748786,0.7540983606557378,0.3770491803278689,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769246444861,2026-01-24T14:50:44.861Z,3,4,2,6,29.33333333333333,7.0,11076.966163921845,23.0,11.5,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748f0a48d53c4152cf2355,6974892348d53c4152cf1421,1769266274.852,unreal_1769246474852,0.07692307692307693,0.047619047619047616,0.06666666666666667,0.0,0.0,0.0,0.5793149935775393,0.9836065573770493,0.18032786885245902,0.0,False,6974892348d53c4152cf1421,unreal_1769246474852,2026-01-24T14:51:14.852Z,1,4,3,0,0.0,0.0,9723.956174616356,30.0,5.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748f2848d53c4152cf23b3,6974892348d53c4152cf1421,1769266304.862,unreal_1769246504862,0.15384615384615385,0.03571428571428571,0.044444444444444446,0.0,0.0,0.0,0.6366231274508306,0.9672131147540984,0.1639344262295082,0.0,False,6974892348d53c4152cf1421,unreal_1769246504862,2026-01-24T14:51:44.862Z,2,3,2,0,0.0,0.0,10685.88843670331,29.5,5.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748f4648d53c4152cf2411,6974892348d53c4152cf1421,1769266334.882,unreal_1769246534882,0.0,0.0,0.0,0.14893617021276595,0.1087420042643923,0.5245901639344263,0.375302527680473,0.4754098360655738,0.0,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769246534882,2026-01-24T14:52:14.882Z,0,0,0,14,135.99999999999997,16.0,6299.552699043337,14.5,0.0,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748f6448d53c4152cf2476,6974892348d53c4152cf1421,1769266364.832,unreal_1769246564832,0.46153846153846156,0.14285714285714285,0.11111111111111112,0.0,0.0,0.0,0.5675680492890025,0.9836065573770493,0.29508196721311475,0.0,False,6974892348d53c4152cf1421,unreal_1769246564832,2026-01-24T14:52:44.832Z,6,12,5,0,0.0,0.0,9526.780591878563,30.0,9.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748f8248d53c4152cf24d4,6974892348d53c4152cf1421,1769266394.857,unreal_1769246594857,0.38461538461538464,0.10714285714285714,0.13333333333333333,0.0,0.0,0.0,0.7997863700285974,0.9672131147540984,0.4098360655737705,0.0,False,6974892348d53c4152cf1421,unreal_1769246594857,2026-01-24T14:53:14.857Z,5,9,6,0,0.0,0.0,13424.626839340806,29.5,12.5,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748fa048d53c4152cf2532,6974892348d53c4152cf1421,1769266424.885,unreal_1769246624885,0.0,0.0,0.0,0.1702127659574468,0.09594882729211084,0.36065573770491804,0.5282119396776926,0.639344262295082,0.13114754098360656,0.0,False,6974892348d53c4152cf1421,unreal_1769246624885,2026-01-24T14:53:44.885Z,0,0,0,16,119.99999999999996,11.0,8866.177829466973,19.5,4.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748fbe48d53c4152cf2596,6974892348d53c4152cf1421,1769266454.881,unreal_1769246654881,0.15384615384615385,0.023809523809523808,0.06666666666666667,0.010638297872340425,0.01279317697228145,0.06557377049180328,0.6845347817191364,0.9180327868852459,0.14754098360655737,0.06666666666666667,False,6974892348d53c4152cf1421,unreal_1769246654881,2026-01-24T14:54:14.881Z,2,2,3,1,16.0,2.0,11490.098290622822,28.0,4.5,1,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
69748fdc48d53c4152cf25fb,6974892348d53c4152cf1421,1769266484.852,unreal_1769246684852,0.23076923076923078,0.08333333333333333,0.11111111111111112,0.0851063829787234,0.05330490405117271,0.24590163934426232,0.5379014092888601,0.7213114754098361,0.06557377049180328,0.0,False,6974892348d53c4152cf1421,unreal_1769246684852,2026-01-24T14:54:44.852Z,3,7,5,8,66.66666666666667,7.5,9028.818152777816,22.0,2.0,0,0,0,0,6974892348d53c4152cf1421,True,key_2tknxe0by,2026-01-24T14:26:03.703Z,0
